fighter_id,height,weight,reach,stance,dob,url
2402,"6' 1""",170 lbs.,--,Orthodox,"Jul 07, 1986",http://ufcstats.com/fighter-details/a0602dd050bebefc
2403,"6' 1""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/0eef1bf99afd4ff2
2404,"5' 0""",115 lbs.,"64""",Southpaw,"Mar 05, 1993",http://ufcstats.com/fighter-details/b6203e0492a9336c
2405,"6' 1""",155 lbs.,"73""",Orthodox,"Nov 19, 1992",http://ufcstats.com/fighter-details/e192ebb85b68fa9e
2406,"5' 9""",135 lbs.,--,Orthodox,"Jul 21, 1987",http://ufcstats.com/fighter-details/a23e63184c65f5b8
2407,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",http://ufcstats.com/fighter-details/1e1dbd1cc5a7469e
2408,"5' 11""",155 lbs.,"75""",Orthodox,"Mar 19, 2000",http://ufcstats.com/fighter-details/530af2900b5a1693
2409,"5' 9""",155 lbs.,"72""",Orthodox,"Dec 03, 1977",http://ufcstats.com/fighter-details/ff4c3ab594c7fac3
2410,"5' 7""",135 lbs.,"69""",Orthodox,"Mar 07, 1993",http://ufcstats.com/fighter-details/850266b3dc4e506e
2411,"5' 5""",125 lbs.,--,Orthodox,"Jan 04, 1982",http://ufcstats.com/fighter-details/b35ba64b6a2bbcb3
2412,"6' 1""",155 lbs.,"76""",Switch,"Oct 12, 1986",http://ufcstats.com/fighter-details/72e5e5a6edfa8223
2413,"5' 10""",170 lbs.,--,,"Sep 02, 1986",http://ufcstats.com/fighter-details/23a6e307077c6ccc
2414,"5' 7""",145 lbs.,"69""",Orthodox,"Oct 27, 1992",http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90
2415,"6' 1""",185 lbs.,"75""",Orthodox,"Apr 21, 1988",http://ufcstats.com/fighter-details/bd21a1e3d41c97ee
2416,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 25, 1982",http://ufcstats.com/fighter-details/23a16ebe733e3041
2417,"5' 4""",115 lbs.,"63""",Orthodox,"Aug 10, 1985",http://ufcstats.com/fighter-details/4a57ebb14315b251
2418,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",http://ufcstats.com/fighter-details/c7be22a47a58365a
2419,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 12, 1996",http://ufcstats.com/fighter-details/d7fe8c6b7d2872e5
2420,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",http://ufcstats.com/fighter-details/a8e6a69796280f17
2421,"6' 6""",205 lbs.,"77""",Orthodox,"Dec 26, 1985",http://ufcstats.com/fighter-details/687c15b2eddfaa63
2422,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",http://ufcstats.com/fighter-details/d0e1b42d41dab603
2423,"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",http://ufcstats.com/fighter-details/aa03a3ca00ac6827
2424,--,--,--,,--,http://ufcstats.com/fighter-details/e8efeb9cf33b1941
2425,"6' 0""",265 lbs.,--,Orthodox,"Sep 15, 1970",http://ufcstats.com/fighter-details/b6b12014698cc345
2426,--,--,--,,--,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9
2427,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",http://ufcstats.com/fighter-details/a08d909a5be6f410
2428,"5' 10""",205 lbs.,--,Orthodox,"Sep 09, 1975",http://ufcstats.com/fighter-details/0c1773639c795466
2429,"6' 2""",170 lbs.,--,,"Aug 24, 1984",http://ufcstats.com/fighter-details/0a2813f89a758ff7
2430,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 03, 1999",http://ufcstats.com/fighter-details/5d495dec23d7c68e
2431,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",http://ufcstats.com/fighter-details/045f25b3a4c08e81
2432,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",http://ufcstats.com/fighter-details/6a92caba39b64752
2433,--,--,--,,--,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3
2434,"6' 0""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/3da19339ee7051d5
2435,"6' 0""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/92c96df8bdab5fea
2436,"5' 9""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/325550dab63fb25a
2437,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",http://ufcstats.com/fighter-details/5331b25a60417ffb
2438,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",http://ufcstats.com/fighter-details/19b7738321cfae42
2439,"6' 2""",230 lbs.,--,Southpaw,"Apr 19, 1990",http://ufcstats.com/fighter-details/9acf42aebe9bb895
2440,"6' 0""",199 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/577ec7e108b94be3
2441,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985",http://ufcstats.com/fighter-details/8a9c6c4301f6d088
2442,"5' 10""",155 lbs.,--,,"Apr 22, 1984",http://ufcstats.com/fighter-details/feffee4fc6da3aa3
2443,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983",http://ufcstats.com/fighter-details/76729a829623e266
2444,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",http://ufcstats.com/fighter-details/f2477cf43c4975cc
2445,"5' 9""",145 lbs.,--,,"Aug 19, 1983",http://ufcstats.com/fighter-details/8851bb0418d27d28
2446,"5' 9""",215 lbs.,--,,--,http://ufcstats.com/fighter-details/f8c2aba4815876b5
2447,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996",http://ufcstats.com/fighter-details/c0386644627a7ee5
2448,"5' 8""",155 lbs.,"70""",Orthodox,"Jul 17, 1991",http://ufcstats.com/fighter-details/3e708ce33b6b18e6
2449,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986",http://ufcstats.com/fighter-details/2c5a0b8317f8f27a
2450,"5' 2""",115 lbs.,"66""",Southpaw,"Aug 18, 1997",http://ufcstats.com/fighter-details/3f4c3bc822bea45d
2451,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 14, 2004",http://ufcstats.com/fighter-details/f77afa72da84c9a8
2452,"5' 5""",135 lbs.,"67""",Orthodox,"Aug 03, 1998",http://ufcstats.com/fighter-details/9a97acbfd5a08bfa
2453,"6' 7""",390 lbs.,--,Orthodox,"May 19, 1978",http://ufcstats.com/fighter-details/563d051c9e769b24
2454,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982",http://ufcstats.com/fighter-details/7dcf06c1967801c1
2455,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",http://ufcstats.com/fighter-details/7413b80dbb0f8f9f
2456,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/69d3fa376ff2595e
2457,"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982",http://ufcstats.com/fighter-details/a17322f99ddfd8e9
2458,"5' 7""",139 lbs.,--,Orthodox,"Apr 24, 1983",http://ufcstats.com/fighter-details/c046100aea0dba9a
2459,"5' 11""",155 lbs.,"72""",Orthodox,"Jul 19, 1992",http://ufcstats.com/fighter-details/aa1a873d05acc7eb
2460,"6' 0""",205 lbs.,"74""",Southpaw,"Jun 07, 1996",http://ufcstats.com/fighter-details/6dedfe07640a9acc
2461,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982",http://ufcstats.com/fighter-details/5b2d7906aa894274
2462,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984",http://ufcstats.com/fighter-details/883922e5cd6d8473
2463,"5' 3""",115 lbs.,"65""",Orthodox,"Jul 31, 1994",http://ufcstats.com/fighter-details/ca743f96dd2063d5
2464,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",http://ufcstats.com/fighter-details/47b9e0e7703a4868
2465,"5' 8""",205 lbs.,"67""",Orthodox,"Feb 23, 1994",http://ufcstats.com/fighter-details/eec3fe66a8b11a26
2466,"5' 7""",125 lbs.,--,Orthodox,"Feb 27, 1986",http://ufcstats.com/fighter-details/3a524c6700addc24
2467,"5' 3""",115 lbs.,"64""",Orthodox,"Dec 15, 1994",http://ufcstats.com/fighter-details/4c33b3d37955aa85
2468,"5' 9""",200 lbs.,--,Orthodox,"Dec 05, 1972",http://ufcstats.com/fighter-details/cd42bbe8887bba90
2469,"5' 6""",125 lbs.,"65""",Orthodox,"Sep 08, 1999",http://ufcstats.com/fighter-details/56cc76c55cee8410
2470,"5' 7""",145 lbs.,--,,"Mar 07, 1986",http://ufcstats.com/fighter-details/2fb6f197d1fbc779
2471,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 09, 1999",http://ufcstats.com/fighter-details/ffd3224638c01b57
2472,"5' 7""",145 lbs.,"66""",Orthodox,"Oct 08, 1992",http://ufcstats.com/fighter-details/5ad226da6c74a48e
2473,"5' 6""",155 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/990060b2a68a7b82
2474,"5' 11""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/18e4f61f16f458c6
2475,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",http://ufcstats.com/fighter-details/a845f0735bc67405
2476,"5' 8""",145 lbs.,"71""",Switch,"May 31, 1992",http://ufcstats.com/fighter-details/36e78278a77006d4
2477,--,185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/6e2b1d631832921d
2478,"6' 2""",400 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/c933d423ebdbbbdb
2479,--,--,--,,--,http://ufcstats.com/fighter-details/d3b5ad3b15a64a18
2480,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6
2481,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997",http://ufcstats.com/fighter-details/f29a6350c69f4a33
2482,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 23, 1997",http://ufcstats.com/fighter-details/12585614e0ed2626
2483,"5' 8""",145 lbs.,--,Orthodox,"Dec 16, 1978",http://ufcstats.com/fighter-details/a16ce18149021139
2484,"6' 1""",185 lbs.,--,,"Oct 23, 1986",http://ufcstats.com/fighter-details/c32fdfe75cda5b22
2485,"6' 8""",255 lbs.,--,Switch,"Apr 14, 1981",http://ufcstats.com/fighter-details/2c6e81426dd7573c
2486,"6' 6""",260 lbs.,"81""",Orthodox,"Jan 16, 1992",http://ufcstats.com/fighter-details/1a9480fc288e55d7
2487,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",http://ufcstats.com/fighter-details/7d96bc577e5178b2
2488,"5' 7""",125 lbs.,--,,--,http://ufcstats.com/fighter-details/1b41c21d947d6f2f
2489,"5' 6""",125 lbs.,"68""",Southpaw,"Aug 19, 1988",http://ufcstats.com/fighter-details/016a8d958883167c
2490,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997",http://ufcstats.com/fighter-details/70d2329a92864fdb
2491,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 23, 1997",http://ufcstats.com/fighter-details/7b3c13fe33556a21
2492,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983",http://ufcstats.com/fighter-details/7e7d81bf162a5ec1
2493,--,--,--,Orthodox,--,http://ufcstats.com/fighter-details/ef6f45095119d416
2494,"6' 1""",155 lbs.,--,Orthodox,"Mar 09, 1986",http://ufcstats.com/fighter-details/443f60bec7c3c3d5
2495,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",http://ufcstats.com/fighter-details/701e057d63c124d9
2496,"5' 4""",115 lbs.,"62""",Orthodox,"May 04, 1990",http://ufcstats.com/fighter-details/51018a31ddf31eb2
2497,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",http://ufcstats.com/fighter-details/da97d6c97d09c030
2498,"6' 0""",185 lbs.,"77""",Southpaw,"May 09, 1990",http://ufcstats.com/fighter-details/9508cc6184cb2450
2499,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976",http://ufcstats.com/fighter-details/008dc37cca279def
2500,"5' 4""",125 lbs.,"62""",Southpaw,"Mar 15, 1990",http://ufcstats.com/fighter-details/2a9f9db24cd032ba
2501,"6' 3""",185 lbs.,"73""",Switch,"Dec 09, 1997",http://ufcstats.com/fighter-details/b43620395f655046
2502,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981",http://ufcstats.com/fighter-details/baed16f18348908e
2503,"6' 4""",185 lbs.,"76""",Switch,"Nov 05, 1986",http://ufcstats.com/fighter-details/eff47295daf721a6
2504,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977",http://ufcstats.com/fighter-details/11e3fd7546359fc5
2505,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",http://ufcstats.com/fighter-details/75f871836d41f90f
2506,"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983",http://ufcstats.com/fighter-details/5cafbc97dba2e797
2507,"5' 11""",205 lbs.,--,Orthodox,"Feb 06, 1965",http://ufcstats.com/fighter-details/d52ef694108f8235
2508,--,--,--,,--,http://ufcstats.com/fighter-details/08ae3100bf2100ed
2509,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991",http://ufcstats.com/fighter-details/d0314416a7f26527
2510,--,185 lbs.,--,,--,http://ufcstats.com/fighter-details/b507a76087e3ed9f
2511,"5' 7""",115 lbs.,--,,"Aug 13, 1991",http://ufcstats.com/fighter-details/a3f8356ace5e3eb5
2512,"6' 6""",205 lbs.,--,Orthodox,"Jan 04, 1980",http://ufcstats.com/fighter-details/49c29e57d4e2be6f
2513,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978",http://ufcstats.com/fighter-details/1fd4fbdcc67de844
2514,"6' 6""",205 lbs.,--,,"Oct 04, 1982",http://ufcstats.com/fighter-details/e4e0993befecdaf8
2515,"6' 10""",265 lbs.,--,Orthodox,"Nov 20, 1976",http://ufcstats.com/fighter-details/d90b630e0561818b
2516,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",http://ufcstats.com/fighter-details/523fa774700d7d3f
2517,"5' 8""",135 lbs.,"69""",Orthodox,"May 07, 1990",http://ufcstats.com/fighter-details/c0ac37a4a1133da9
2518,"5' 11""",170 lbs.,--,,"Sep 27, 1986",http://ufcstats.com/fighter-details/1f9c371c93dfd3a9
2519,"6' 0""",185 lbs.,--,Orthodox,"Jan 17, 1980",http://ufcstats.com/fighter-details/856ec65948b7d234
2520,--,--,--,Orthodox,--,http://ufcstats.com/fighter-details/237187ed9f419285
2521,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988",http://ufcstats.com/fighter-details/f4c49976c75c5ab2
2522,"5' 10""",155 lbs.,--,Orthodox,"Apr 21, 1980",http://ufcstats.com/fighter-details/00a905a4a4a2b071
2523,"5' 8""",155 lbs.,--,Southpaw,"Mar 12, 1970",http://ufcstats.com/fighter-details/3414b50b08a10600
2524,"5' 10""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/f3ec0214794a699e
2525,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",http://ufcstats.com/fighter-details/f748267c4ab6c127
2526,"5' 3""",115 lbs.,"58""",Orthodox,"Jul 11, 1999",http://ufcstats.com/fighter-details/3351aa64aa83c4d9
2527,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982",http://ufcstats.com/fighter-details/9ca265dfe8323db3
2528,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987",http://ufcstats.com/fighter-details/7be63795363029e8
2529,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994",http://ufcstats.com/fighter-details/809bd1a871491508
2530,"5' 9""",155 lbs.,--,,"May 12, 1984",http://ufcstats.com/fighter-details/6488729da7ac1c79
2531,"5' 5""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/8336d7a85ce45481
2532,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982",http://ufcstats.com/fighter-details/f215cfbd4ba3c270
2533,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",http://ufcstats.com/fighter-details/7be74a12d7352df2
2534,"6' 0""",145 lbs.,"74""",Orthodox,"Dec 15, 1997",http://ufcstats.com/fighter-details/6b0a6def604de298
2535,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980",http://ufcstats.com/fighter-details/cac08b8685387ca5
2536,--,--,--,,--,http://ufcstats.com/fighter-details/acd8a53f7c0ce85e
2537,"6' 4""",185 lbs.,"77""",Southpaw,"Mar 25, 1999",http://ufcstats.com/fighter-details/3eeec2f53cebdf12
2538,"6' 1""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/7b03d9df5910917d
2539,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",http://ufcstats.com/fighter-details/4b47e71384a9522f
2540,"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987",http://ufcstats.com/fighter-details/813550bc53b15fb0
2541,"5' 6""",145 lbs.,--,Orthodox,"May 01, 1988",http://ufcstats.com/fighter-details/2937cb502dda0808
2542,"5' 3""",115 lbs.,--,,--,http://ufcstats.com/fighter-details/263af068bd986548
2543,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 30, 1996",http://ufcstats.com/fighter-details/e2be0c1a9b886d92
2544,"6' 1""",170 lbs.,"71""",Southpaw,"Apr 25, 1993",http://ufcstats.com/fighter-details/681399317dbf4701
2545,"5' 10""",193 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/b60391da771deefe
2546,"5' 9""",180 lbs.,--,,--,http://ufcstats.com/fighter-details/f53fb9d9e57cc38e
2547,"5' 11""",170 lbs.,"74""",Switch,"Aug 20, 1988",http://ufcstats.com/fighter-details/103b06d8707895a9
2548,"6' 5""",265 lbs.,"75""",Orthodox,"Apr 05, 1994",http://ufcstats.com/fighter-details/27c59ac201539d10
2549,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",http://ufcstats.com/fighter-details/6ac9bc2953c47345
2550,"5' 10""",185 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/c0a93b52096b7682
2551,"6' 4""",205 lbs.,--,,"May 30, 1985",http://ufcstats.com/fighter-details/6c7dafd03b6cc3f8
2552,--,205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/41dca66f9dadfc86
2553,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989",http://ufcstats.com/fighter-details/2aa49b3766a59bcd
2554,"6' 1""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/6eae26c44e505775
2555,"5' 8""",170 lbs.,--,Orthodox,"May 28, 1982",http://ufcstats.com/fighter-details/eee7dafac7d672b5
2556,"5' 11""",155 lbs.,--,Southpaw,"Mar 24, 1983",http://ufcstats.com/fighter-details/2b06b6ad5db63348
2557,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1
2558,"5' 6""",155 lbs.,--,,"Aug 08, 1997",http://ufcstats.com/fighter-details/64b8561624d3b15e
2559,"5' 7""",170 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/672ef06fd9f41f7d
2560,"5' 5""",155 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/8a028648f3f0761d
2561,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",http://ufcstats.com/fighter-details/9b7dfb3b7d99926a
2562,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981",http://ufcstats.com/fighter-details/3795fca327cbcf23
2563,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985",http://ufcstats.com/fighter-details/b5b684eac99ae0a3
2564,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983",http://ufcstats.com/fighter-details/3d5b1ce6097dbb49
2565,"5' 10""",185 lbs.,--,,"Jan 16, 1984",http://ufcstats.com/fighter-details/49e49b54e5901d0d
2566,"5' 6""",125 lbs.,"71""",Orthodox,"Jan 17, 1999",http://ufcstats.com/fighter-details/48812daf291a4e23
2567,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/28200bc87367614f
2568,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988",http://ufcstats.com/fighter-details/869d68b5383131fd
2569,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",http://ufcstats.com/fighter-details/a495f599e787614f
2570,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982",http://ufcstats.com/fighter-details/5755960ebd0b16f6
2571,"5' 10""",170 lbs.,--,Orthodox,"Jul 29, 1974",http://ufcstats.com/fighter-details/275cafc9de131c83
2572,"5' 11""",185 lbs.,--,Orthodox,"Dec 06, 1977",http://ufcstats.com/fighter-details/3bc27ec15facbcf3
2573,"6' 2""",185 lbs.,--,,"May 17, 1982",http://ufcstats.com/fighter-details/36120738148f203f
2574,"6' 2""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/c1135a6892e916db
2575,--,--,--,,--,http://ufcstats.com/fighter-details/2f6dc878d653c442
2576,"6' 0""",170 lbs.,--,Orthodox,"Mar 07, 1984",http://ufcstats.com/fighter-details/e82d5f54daa85a7e
2577,--,135 lbs.,--,,"Apr 07, 1991",http://ufcstats.com/fighter-details/eff9074bc066f0f2
2578,"6' 1""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/5bdcbd8dd681a257
2579,"6' 3""",170 lbs.,--,Switch,"Aug 04, 1987",http://ufcstats.com/fighter-details/5823ceab56741617
2580,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 04, 1981",http://ufcstats.com/fighter-details/3623bd267a2eef2e
2581,"6' 1""",200 lbs.,--,Orthodox,"Jan 01, 1968",http://ufcstats.com/fighter-details/946f341df6472ee0
2582,"5' 9""",145 lbs.,"70""",Orthodox,"Jun 25, 2004",http://ufcstats.com/fighter-details/8f003ef7e0d9a139
2583,"6' 0""",170 lbs.,"77""",Southpaw,"Mar 05, 1999",http://ufcstats.com/fighter-details/f782f953bfe7b5f2
2584,"5' 9""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/f5e4ce11afbdfb61
2585,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 18, 1988",http://ufcstats.com/fighter-details/79325a3c1a5c3bf4
2586,"5' 9""",155 lbs.,--,Orthodox,"Nov 10, 1988",http://ufcstats.com/fighter-details/49f4b511932f71e9
2587,"5' 9""",145 lbs.,--,Orthodox,"Jul 10, 1983",http://ufcstats.com/fighter-details/f903967fd320da38
2588,"6' 0""",155 lbs.,"74""",Southpaw,"Aug 21, 1976",http://ufcstats.com/fighter-details/a36a14985a57a1c6
2589,"6' 1""",220 lbs.,--,Orthodox,"Jul 30, 1974",http://ufcstats.com/fighter-details/5b5b9c6f6f270369
2590,"5' 8""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/f62850b3c7480db9
2591,"6' 1""",185 lbs.,--,,"Feb 14, 1988",http://ufcstats.com/fighter-details/2b284840ca89876a
2592,"5' 8""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/a6fa5dd90528e9f7
2593,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980",http://ufcstats.com/fighter-details/d6285cba1d1052e0
2594,"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1978",http://ufcstats.com/fighter-details/3c48019bc387b80c
2595,"5' 10""",170 lbs.,--,Orthodox,"Mar 09, 1968",http://ufcstats.com/fighter-details/cedfdf8d423d500c
2596,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987",http://ufcstats.com/fighter-details/f1928a52590c5532
2597,"5' 11""",185 lbs.,--,Orthodox,"Feb 20, 1979",http://ufcstats.com/fighter-details/18aecaf50f52e4c3
2598,"6' 1""",185 lbs.,--,Orthodox,"Dec 24, 1980",http://ufcstats.com/fighter-details/b2f88c04c4dd43ce
2599,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",http://ufcstats.com/fighter-details/d0c29452d3272603
2600,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",http://ufcstats.com/fighter-details/d1941565abf50b16
2601,"6' 1""",145 lbs.,"73""",Orthodox,"Apr 26, 1984",http://ufcstats.com/fighter-details/282fa667ff9c51ed
2602,"5' 7""",270 lbs.,--,Southpaw,"Jul 16, 1969",http://ufcstats.com/fighter-details/45a2ba3ef82b9700
2603,"6' 0""",145 lbs.,--,Orthodox,"Feb 14, 1987",http://ufcstats.com/fighter-details/3ff0d0dc7a14bb50
2604,"5' 9""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/a4d055f1435d6d75
2605,"5' 8""",135 lbs.,"72""",Orthodox,"Aug 10, 1992",http://ufcstats.com/fighter-details/39019970ac8543e9
2606,"5' 7""",125 lbs.,"66""",Orthodox,"May 07, 1996",http://ufcstats.com/fighter-details/aa0c573da7119292
2607,"6' 2""",170 lbs.,"77""",Orthodox,"Jun 04, 2000",http://ufcstats.com/fighter-details/0859524157a19045
2608,"5' 9""",185 lbs.,"72""",Orthodox,"Oct 31, 1995",http://ufcstats.com/fighter-details/2b6a37a97541a4fd
2609,"6' 1""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/f2c934689243fe4e
2610,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",http://ufcstats.com/fighter-details/6cadfd8f1d9e7685
2611,"6' 3""",205 lbs.,"76""",Orthodox,"Jul 03, 1987",http://ufcstats.com/fighter-details/72ffecf712673af1
2612,"6' 0""",170 lbs.,"77""",Orthodox,"May 02, 1982",http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11
2613,"6' 2""",249 lbs.,--,,"Feb 06, 1985",http://ufcstats.com/fighter-details/56c975c4a2b357a5
2614,--,265 lbs.,--,,--,http://ufcstats.com/fighter-details/1ccaeae54725d897
2615,"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990",http://ufcstats.com/fighter-details/34e516ab361afb1c
2616,--,--,--,,--,http://ufcstats.com/fighter-details/c8aa3541bec4042e
2617,"5' 9""",181 lbs.,--,Orthodox,"Jan 12, 1976",http://ufcstats.com/fighter-details/ce6065baef021cf3
2618,"5' 10""",170 lbs.,"75""",Orthodox,"Apr 26, 1993",http://ufcstats.com/fighter-details/40d8b74488743800
2619,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",http://ufcstats.com/fighter-details/d28dee5c705991df
2620,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",http://ufcstats.com/fighter-details/1ff9589f9065a9ed
2621,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/be8ad887e4d674b0
2622,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979",http://ufcstats.com/fighter-details/df2bf09c99594848
2623,"6' 1""",185 lbs.,"77""",Orthodox,"Mar 10, 1979",http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa
2624,"5' 11""",145 lbs.,"71""",Orthodox,"Mar 25, 1990",http://ufcstats.com/fighter-details/b909a9a9688b5284
2625,"6' 0""",185 lbs.,--,Orthodox,"Aug 02, 1974",http://ufcstats.com/fighter-details/992c82450d96f726
2626,"5' 8""",183 lbs.,--,Orthodox,"Apr 25, 1976",http://ufcstats.com/fighter-details/5e7a28f20927d64a
2627,"5' 8""",145 lbs.,--,Southpaw,"Mar 07, 1988",http://ufcstats.com/fighter-details/3f87218a7aca84c4
2628,"5' 7""",155 lbs.,--,Southpaw,"Apr 19, 1972",http://ufcstats.com/fighter-details/b14a68c533f4a4aa
2629,--,--,--,Orthodox,--,http://ufcstats.com/fighter-details/6cbb7661c3258617
2630,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 24, 1979",http://ufcstats.com/fighter-details/8f3df4c579cfbb69
